repo_name,total_design_smells,total_impl_smells,total_code_smells,God_Class,Feature_Envy,Unutilized_Abstraction,Deficient_Encapsulation,Unexploited_Encapsulation,Multifaceted_Abstraction,Insufficient_Modularization,Hub_Like_Modularization,Cyclically_Dependent_Modularization,Broken_Hierarchy,Rebellious_Hierarchy,Missing_Hierarchy,Wide_Hierarchy,Deep_Hierarchy,Long_Method,Complex_Method,Long_Parameter_List,Magic_Number,Duplicate_Code,Empty_Catch_Clause,Long_Statement,Long_Identifier,Missing_Default,Complex_Conditional
gs-testing-restdocs,7,5,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
gs-testing-web,8,1,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gs-uploading-files,11,9,20,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0
gs-validating-form-input,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gs-vault-config,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gst1-java-examples,35,272,307,0,0,31,0,0,0,2,0,0,0,0,0,0,0,4,3,3,223,0,4,32,0,0,3
hazelcast-test,3,4,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
hexagonal-architecture-java,5,2,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
hms-push-serverdemo-java,65,109,174,0,0,34,1,0,5,6,0,0,1,0,0,0,0,0,2,2,42,0,0,63,0,0,0
htm.java-examples,16,328,344,0,0,10,1,0,0,3,0,0,0,0,0,0,0,0,6,4,297,0,2,17,0,0,2
ibm-developer-java,15,23,38,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,12,1,1,0
integration-sample-lambda-msk,1,21,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,0
item-manager,4,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
janusgraph-java-example,1,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
java-by-rkaranam,98,190,288,0,0,96,0,0,0,0,0,0,1,0,0,0,0,0,4,1,177,0,0,1,0,5,2
java-clean-architecture-example,290,488,778,0,0,211,3,0,0,0,0,0,5,0,0,0,0,0,2,5,299,0,0,173,9,0,0
java-code-demo,14,38,52,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,9,0,0,1
java-code-sample,80,54,134,0,0,40,15,0,0,0,0,0,1,0,0,0,0,0,1,1,30,0,7,10,3,1,1
java-codebits-cellar,40,53,93,0,0,25,4,0,0,0,0,0,10,0,0,0,0,0,0,0,49,0,0,4,0,0,0
java-coding-practice,1,67,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,0,0,1,0,0,0
java-demo,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
java-demoapp,10,13,23,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,1,1,1
java-design-patterns-1,91,39,130,0,0,62,6,0,0,0,0,0,5,0,0,0,0,0,0,0,33,0,0,4,0,1,0
java-hospital-patients-registry,5,5,10,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
java-hub,293,372,665,0,0,267,11,0,0,0,0,0,0,0,0,0,0,0,4,3,352,0,0,5,0,6,2
java-lessons-landfill,70,114,184,0,0,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,3,8,0,1,1
java-oop-examples,4,1,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
java-ort-example-yolov5,8,84,92,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,6,77,0,0,1,0,0,0
java-tensorflow-samples,19,94,113,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,2,0,79,0,0,12,0,0,1
java-tuto-1,38,65,103,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,2,5,0,0,0
java-tutorial-project,6,2,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
javaRepo,12,19,31,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0
javaSamples1,24,95,119,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,2,1,73,0,0,16,0,3,0
java_code_samples,3,6,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0
java_examples,4,6,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
java_library,6,14,20,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0
java_programming_language,35,232,267,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,12,195,0,0,16,0,2,3
java_sample,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java_samples,227,259,486,0,0,202,4,0,0,0,0,0,12,1,0,0,0,0,2,2,242,0,3,7,0,3,0
javabackend_project,2,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
javaboy-code-samples,632,488,1120,0,0,551,26,0,0,6,0,0,3,0,0,0,0,0,5,2,275,0,7,186,6,2,5
javademo,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javademos,35,60,95,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,2,0
javafx-demodesktop-application,2,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
javafx-examples,11,49,60,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,2,0,0,0
javalab,53,158,211,0,0,52,0,0,0,0,0,0,1,0,0,0,0,0,2,0,146,0,0,9,0,1,0
javalabs,4,7,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0
javamoney-examples,373,1489,1862,0,0,275,26,0,0,3,0,0,50,0,0,1,0,0,39,61,1234,0,27,115,2,1,10
javaplays-alchemyapi,12,2,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
javatut,24,61,85,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,1
javazuki-sample-codes,8,7,15,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
jdemo,29,12,41,0,0,21,1,1,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,8,0,0,0
jnao-example,86,259,345,0,0,40,17,0,0,2,0,0,0,0,0,0,0,3,10,3,216,0,18,9,0,0,0
kafka-producer-consumer-java-example,1,7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0
levelup-java-examples,389,1944,2333,0,0,381,3,0,0,2,0,0,0,0,0,0,0,0,8,2,1756,0,1,165,5,1,6
mau,7,48,55,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,1
mongodb-java-examples,10,17,27,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,1,0,0,0
ms-identity-android-java,11,51,62,0,0,6,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,41,6,0,0
ms-identity-docs-code-java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msa-ddd-eventsourcing,68,26,94,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,11,0,1,0
neow3j-examples-java,51,59,110,0,0,46,5,0,0,0,0,0,0,0,0,0,0,0,4,3,20,0,0,32,0,0,0
netflix-dgs-example-java,93,103,196,0,0,79,0,0,0,0,0,0,0,0,1,0,0,0,1,0,62,0,0,40,0,0,0
olami-nlu-samples-java,19,277,296,0,0,5,6,0,1,1,0,0,0,0,0,0,0,2,9,3,225,0,0,24,0,1,13
old_java_code,16,42,58,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,13,0,1,0
on_the_road_java,89,57,146,0,0,66,12,0,0,0,0,0,3,0,0,0,0,0,0,0,51,0,0,5,0,1,0
open-liberty-on-aks,6,2,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
opencv-test,7,28,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,6,0,0,1
opentelemetry-java-examples,92,257,349,0,0,88,3,0,0,0,0,0,0,0,0,0,0,0,0,3,136,0,4,114,0,0,0
oracle-spatial-visualizer-demo,2,9,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
oracle_java_tutorial_projects,10,17,27,0,0,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0
outlook-actionable-messages-java-token-validation,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
pe-solutions-in-java,5,45,50,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,1,0,0,0
pit-example,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
play-demo-twitbookplus,12,10,22,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,0,0,0
potential-octo-chainsaw,36,55,91,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,10,0,0,1
project-k,19,846,865,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,23,20,715,0,0,37,1,1,49
reactive-refarch-cloudformation,8,18,26,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,1,6,1,0,0
receive_payment_java,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0
redisson-examples,61,200,261,0,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,192,0,4,4,0,0,0
sc-contract-car-rental,18,32,50,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,12,3,0,0
sdacademy-examples,222,396,618,0,0,204,0,0,0,0,0,0,7,0,0,0,0,1,1,1,332,0,2,53,4,2,0
sendOTPSample-JAVA,2,3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
sleuth-documentation-apps,11,37,48,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,2,0,0,0
sleuth-issues,41,63,104,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,25,5,2,0
solent2Public,1908,1803,3711,0,0,1683,111,0,6,11,0,0,3,0,0,3,0,3,80,41,1229,0,94,295,9,15,37
solid,32,8,40,0,0,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,1,0
spark-cassandra-java-example,1,31,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,8,0,0,0
spring-javafx-examples,44,0,44,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
springBoot-java,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stock-trading-with-java-isc1128,32,195,227,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,16,24,98,0,0,36,0,21,0
structural-design-pattern-example,19,15,34,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
syok_with_java,21,14,35,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,1,0
taketoday-tutorial4j,10592,24189,34781,0,0,8774,512,6,32,103,1,0,137,0,10,1,3,4,87,164,19169,0,88,4318,242,55,62
telegram-bot,9,2,11,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tensorflow-example-java,12,30,42,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,10,0,0,0
tensorflow-java,3,11,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0
tensorflow-java-examples-spring,13,35,48,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,0,0,13,0,0,0
test-spring4-apps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testcontainers.testcontainers-java-examples,25,19,44,0,0,12,9,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,3,2,0,0
the-legacy-app,17,13,30,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,3,1,0,0
timrsyncclient,5,12,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0
tut-rest,35,17,52,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
tutorial,39,14,53,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,5,0,0,1
tutorial_projects,2,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
unsafe-java-world,8,30,38,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,1,0,0,0
upacademyJavaStarterExamples,216,150,366,0,0,157,12,0,0,0,0,0,32,0,0,1,0,0,6,4,128,0,0,10,0,2,0
usb4java-examples,4,30,34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,6,0,1,1
usb4java-javax-examples,17,34,51,0,0,6,4,0,0,0,0,0,6,0,0,0,0,0,3,2,21,0,0,6,0,2,0
visa-java-sample-code,187,552,739,0,0,147,0,0,0,27,0,0,0,0,0,0,0,0,26,52,103,0,78,229,12,0,52
vydya-java,1,50,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0,0,4,0,0,2
wagetracker,13,84,97,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,32,0,0,0
weatherApp,5,20,25,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,0,1,0,1,0
webapp_with_jetty,1,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1
